354706886,2
354707550,2
354707680,2
26112060,3
131478151,5
469230464,1
179552504,4
107474114,3
133431652,3
469224881,1
501077208,4
428274937,4
469230471,1
222937940,4
25215558,2
97410605,4
24971910,1
28302357,1
391217907,1
32844183,1
131478156,4
384595983,4
24970880,4
225092953,1
25298016,1
245066925,1
485225313,3
24771487,4
24915563,1
24970867,2
25165501,1
25263182,1
25298014,1
25497462,1
26088956,1
26088964,1
26769617,1
27639798,2
27639801,3
33505096,2
36504143,1
47826733,2
119201539,1
282614205,2
316155995,1
394992027,3
462128282,2
22978238,2
24975338,4
25340620,2
25340623,3
27619152,1
28117076,1
31773596,2
32973633,2
32979873,4
36504295,1
45560918,2
45562820,2
45562821,1
45564947,1
99954768,4
107714530,4
274560388,4
213915525,4
229223724,2
235049201,2
233771749,1
235049203,2
235049205,2
241705824,2
276655654,3
97953633,2
310894047,1
170855982,1
410367957,1
97953622,2
26112036,3
27518826,2
27426207,3
41214740,2
52042064,1
166514538,3
107237966,4
119367831,3
126014388,2
126014389,3
126014375,4
174376626,3
241995365,4
215320904,4
208735963,4
242307098,4
246716870,4
282447043,3
303393887,3
323703368,4
384766605,3
464284415,3
14197071,2
24773581,4
24916320,4
25165438,4
26767857,3
32349005,1
37674575,1
153483882,4
208162626,5
217410984,4
219936251,2
231436746,3
27405127,3
264842603,3
264867789,5
274709005,5
335713207,4
372943899,4
386791078,2
401562863,3
24828114,3
25165439,4
25293364,3
25805712,2
44829178,2
84908674,5
207778373,2
208725769,4
218816901,4
218816907,1
221181560,4
221181576,4
230738190,4
230763809,4
234191198,5
234374836,4
239376879,4
242535127,4
254010817,4
274709002,4
316156034,1
24970882,4
25208835,1
25294365,2
26072686,1
27426519,4
29419863,2
31763967,4
36731098,4
39500202,4
52042065,1
62293887,2
107214130,5
38891554,4
112266056,3
119364935,4
160807657,3
162036578,2
176849180,4
200856848,5
213916679,3
235387602,4
236821077,3
244471373,4
254010818,5
280882681,3
282474835,4
373911217,4
373911218,4
385309818,2
392680891,5
24469668,3
24767820,1
26072685,1
26768733,3
27448151,5
32914958,2
33225289,1
50879415,4
38535760,3
166514530,3
179552514,3
197028688,3
222965388,5
229402019,2
234374830,4
241995364,4
242307097,4
