val_transformed
89
89
89
89
89
89
88
90
89
89
90
90
90
90
90
89
89
90
90
61
63
69
73
89
82
88
89
81
75
83
85
86
88
86
87
89
86
88
88
78
85
81
81
82
73
88
92
85
86
85
83
86
89
88
85
81
84
87
69
81
90
89
90
85
85
87
86
82
88
77
88
86
86
78
81
86
82
49
81
88
86
81
90
82
85
75
85
79
73
74
79
79
84
56
83
86
87
85
86
16
82
89
63
78
88
83
81
78
86
87
84
90
87
85
89
87
83
85
84
82
88
87
90
85
58
83
86
71
85
89
87
89
89
89
86
87
86
89
89
89
89
91
89
90
79
87
90
88
90
89
89
89
79
80
90
89
90
89
89
89
89
84
90
90
89
89
89
89
90
90
90
89
86
90
90
89
86
89
88
88
88
88
91
89
84
89
89
89
89
90
90
89
89
90
90
89
89
90
90
89
88
89
90
88
90
90
89
89
88
87
89
89
90
90
90
84
87
86
88
88
87
88
88
89
89
89
89
90
90
89
90
89
89
90
89
89
89
90
89
90
89
89
90
90
90
89
89
90
90
89
89
89
90
90
90
89
88
89
91
90
90
83
90
88
86
88
87
88
87
89
90
85
91
88
90
89
89
90
90
89
86
87
86
83
89
79
86
89
89
89
89
90
89
90
89
89
89
90
87
89
88
89
90
89
89
90
90
90
88
89
90
89
89
87
89
89
90
90
89
89
89
89
90
90
90
82
86
90
89
89
89
89
89
89
89
89
89
90
90
90
89
89
89
89
90
89
89
90
90
88
89
90
89
89
88
90
89
88
90
89
89
89
88
88
85
89
88
88
89
90
89
88
89
83
90
90
90
89
89
90
90
88
90
90
88
87
89
89
90
90
89
89
89
89
89
89
90
90
89
90
89
89
89
88
86
86
87
87
72
89
89
79
84
89
65
81
82
89
89
87
89
89
76
88
85
88
86
89
89
89
88
84
85
87
81
84
78
90
84
63
87
80
74
88
68
89
89
88
89
70
34
88
85
79
85
77
81
62
89
90
77
90
89
86
85
89
89
89
89
89
89
89
89
87
89
88
80
45
63
42
89
89
87
75
76
89
87
89
89
75
60
62
58
70
62
35
81
64
31
65
72
89
88
79
90
88
80
90
78
89
71
90
89
83
87
86
90
89
88
89
75
89
89
88
85
89
85
88
81
88
86
88
89
89
90
79
83
56
89
89
81
89
88
81
90
88
89
79
86
89
89
86
87
88
81
88
89
88
44
90
89
88
89
90
88
90
87
88
90
91
88
91
78
90
88
88
89
88
89
89
89
90
89
77
88
89
80
88
90
88
84
89
89
86
89
90
89
85
89
88
82
89
89
84
89
89
89
89
87
86
80
90
89
88
89
89
89
90
81
85
84
86
90
84
80
78
90
79
83
87
90
78
89
90
89
88
88
87
86
82
80
89
89
86
90
89
89
90
90
89
85
89
89
89
89
89
85
90
89
88
90
89
87
90
88
89
88
89
80
83
86
89
88
85
88
88
90
82
89
89
87
89
90
89
89
89
89
89
89
90
90
89
89
89
89
90
90
89
90
90
83
86
86
88
88
89
89
90
89
89
90
91
88
89
89
90
81
89
89
88
73
82
88
88
89
85
87
88
90
89
90
88
89
84
85
90
90
87
89
87
90
90
89
89
82
90
84
88
89
89
89
89
89
89
88
88
89
73
89
89
91
88
82
89
89
88
78
82
89
89
88
88
89
87
88
90
90
89
85
90
90
89
89
89
89
88
89
89
89
88
87
90
88
90
88
89
82
86
89
89
90
88
89
86
90
89
89
85
86
90
83
90
89
90
89
89
82
83
89
89
87
89
85
89
58
89
89
88
89
86
79
90
88
88
89
90
90
89
90
89
90
89
88
87
83
89
90
88
88
86
87
87
88
84
78
81
88
88
79
81
89
89
90
89
87
89
89
88
89
89
88
89
90
88
89
90
89
89
89
87
89
89
89
33
88
86
88
89
88
86
63
90
15
79
77
89
83
90
85
84
87
89
88
89
89
89
89
75
90
89
89
88
86
87
81
78
89
86
83
84
87
89
90
82
88
88
86
87
89
82
90
83
89
80
85
88
79
80
76
89
90
88
89
84
81
88
87
84
88
88
65
60
86
88
84
85
80
86
89
88
84
90
87
79
83
67
85
86
89
84
88
87
81
81
88
88
88
89
76
90
76
88
90
88
87
92
86
76
84
86
90
88
90
86
82
87
79
76
89
71
76
54
83
89
89
89
89
89
80
87
88
86
55
76
84
87
87
89
64
87
73
84
58
87
89
89
87
90
87
89
89
89
74
85
89
86
86
89
89
89
88
73
83
88
83
87
85
79
91
84
76
85
88
89
61
89
87
83
88
86
89
86
87
69
56
80
88
78
89
82
90
89
61
88
65
88
88
89
82
87
88
90
85
89
78
81
85
83
83
88
89
83
73
90
87
88
88
89
89
89
88
90
90
85
91
83
89
23
79
77
83
81
90
88
91
81
75
83
87
90
89
88
89
89
85
89
74
89
89
88
89
81
89
92
88
85
84
88
83
77
75
78
81
73
84
90
84
90
88
92
90
90
91
91
91
92
90
90
92
92
90
87
91
90
91
89
88
88
88
89
92
92
91
88
84
89
91
91
91
87
88
90
85
90
91
89
89
89
92
91
92
90
90
88
86
90
89
90
72
79
87
86
81
89
91
90
87
79
70
89
53
85
61
82
82
89
65
84
78
85
87
92
88
91
92
86
86
90
84
86
90
89
87
89
89
90
89
82
84
89
90
89
82
86
84
82
87
89
81
88
87
88
87
81
87
83
86
88
83
78
88
79
88
79
63
89
89
62
89
88
89
90
82
80
86
74
40
89
88
80
78
89
88
89
56
87
69
83
86
90
89
88
85
90
90
87
88
90
86
89
87
89
89
90
90
89
89
89
87
89
89
91
89
89
88
88
82
87
89
89
82
88
87
88
89
89
89
89
89
90
89
90
89
90
91
90
89
89
89
89
89
86
89
88
89
89
88
82
89
87
87
84
89
89
89
85
83
85
90
86
88
89
90
87
90
89
89
89
89
89
87
82
90
88
89
82
79
88
88
84
74
63
88
89
88
89
75
90
86
89
89
89
88
66
88
76
89
70
88
84
88
86
89
89
89
88
89
89
89
88
88
88
88
88
90
89
89
87
88
89
89
84
86
85
88
84
89
86
89
89
83
88
83
89
89
90
89
89
89
87
89
88
89
90
90
88
89
89
90
88
89
90
89
90
89
89
88
89
87
88
84
85
89
89
90
89
89
44
88
90
87
89
88
89
89
89
89
90
89
90
90
89
89
89
89
89
68
89
9
77
88
85
89
85
82
90
90
89
88
80
85
78
88
89
90
89
90
89
89
89
88
84
89
68
82
85
87
88
81
89
89
84
90
88
87
89
89
88
85
88
89
87
58
78
60
90
87
90
80
90
74
89
90
89
90
89
89
89
89
89
89
85
89
87
89
89
88
89
90
89
89
88
88
89
89
89
90
89
89
83
79
89
88
87
84
86
89
86
89
89
89
88
88
87
89
87
88
89
89
89
89
90
89
88
89
89
88
89
89
87
89
90
91
88
89
88
88
90
87
89
90
87
89
84
89
88
89
90
89
89
85
89
89
89
89
89
86
90
91
89
90
89
88
88
88
87
88
88
88
89
89
89
90
90
89
86
88
88
90
90
88
89
88
88
88
89
89
90
90
86
82
89
89
90
73
62
60
89
76
71
80
88
83
71
87
88
80
88
89
90
89
83
88
90
87
88
89
89
89
84
89
87
86
90
88
90
89
89
89
90
89
89
90
89
89
88
89
89
89
89
90
90
91
89
90
89
89
90
89
89
88
79
89
74
88
89
88
87
84
86
89
89
88
89
89
80
90
89
89
89
85
88
90
86
89
89
89
88
80
84
88
89
89
87
89
90
89
83
86
90
89
90
89
88
87
79
87
88
88
89
89
89
89
89
86
89
85
89
89
82
88
88
90
89
72
82
91
88
85
84
89
87
89
85
88
87
89
86
89
86
89
87
89
89
89
89
88
89
81
88
89
89
89
89
89
87
89
90
89
88
89
89
89
89
81
89
88
90
88
78
89
83
86
89
88
88
88
88
89
86
88
89
86
89
88
88
86
86
88
89
89
90
83
88
86
80
92
90
88
88
86
89
89
89
88
89
89
91
87
89
88
89
89
79
88
89
88
89
87
89
89
89
90
87
89
90
89
90
89
89
89
89
86
89
88
89
89
90
90
90
89
90
88
88
88
89
89
89
87
90
88
89
89
89
89
90
90
80
89
89
90
90
89
89
89
89
89
90
89
89
89
89
89
87
89
82
88
89
89
85
88
88
90
89
90
89
90
89
90
91
90
90
89
89
89
89
88
89
89
89
85
86
88
89
88
90
90
90
89
89
87
90
89
89
89
90
89
90
90
89
89
89
89
90
89
88
89
87
90
86
89
89
88
90
81
66
89
89
90
90
90
81
78
89
89
89
89
92
88
88
89
90
89
89
90
89
89
83
88
62
53
79
88
71
89
88
87
85
89
89
89
89
89
89
89
89
89
88
81
89
89
88
90
83
88
90
88
84
83
86
88
89
89
90
89
90
90
82
89
89
89
88
70
88
89
89
82
87
87
89
88
89
88
90
84
89
87
89
89
88
87
87
88
88
76
90
81
89
89
89
86
89
81
84
90
86
89
86
88
89
89
89
81
89
89
63
89
88
82
89
89
89
87
89
89
90
88
87
89
89
88
90
90
89
90
88
89
89
90
90
90
90
88
89
89
89
90
90
82
84
87
90
90
90
88
86
90
73
77
68
88
89
90
89
89
89
88
90
87
89
69
83
88
89
90
84
88
86
90
79
90
77
89
88
89
90
84
89
89
89
91
89
87
88
90
87
89
89
89
90
88
87
89
89
88
89
89
90
87
87
89
89
81
89
89
87
74
89
89
89
89
88
87
77
89
87
89
88
89
88
88
86
88
88
88
88
87
88
89
87
87
91
82
88
78
89
86
88
86
89
89
90
89
90
89
84
90
90
90
90
90
89
91
88
87
87
76
89
89
90
88
89
89
89
86
89
86
86
89
89
90
89
89
84
74
89
86
73
57
88
83
79
86
89
89
90
89
90
86
81
89
89
88
89
89
87
87
84
89
87
89
87
88
88
89
89
88
89
89
88
89
89
87
88
89
89
85
85
83
73
60
20
56
34
89
88
88
89
90
87
91
86
90
90
88
89
84
89
89
89
88
90
88
90
89
89
75
89
89
86
88
89
75
3
88
89
89
89
89
88
53
82
89
89
89
89
88
90
91
90
83
83
88
89
90
89
90
93
89
88
89
88
90
89
89
90
90
90
85
67
87
90
84
89
89
83
89
89
86
83
87
79
59
76
90
90
87
86
89
89
86
79
90
88
89
89
86
90
89
89
90
86
89
90
83
74
89
87
82
80
87
89
81
80
88
88
86
89
89
89
86
87
83
90
85
90
87
83
90
84
82
83
90
83
85
88
91
90
89
88
87
89
52
89
82
88
89
50
88
86
89
89
87
92
81
89
88
86
90
90
88
89
89
88
89
89
88
89
89
89
89
89
89
81
90
89
90
89
89
90
86
89
90
89
89
89
89
90
89
88
90
89
89
91
90
89
88
89
87
89
89
84
89
89
88
89
87
89
90
87
89
86
90
89
87
88
89
88
90
90
90
85
89
89
90
90
88
90
79
89
89
88
89
85
89
90
89
90
89
89
88
89
89
89
89
89
89
88
89
89
90
89
90
88
88
89
88
82
83
90
90
87
87
89
89
90
89
90
90
89
90
89
83
89
89
89
90
89
90
72
79
78
88
89
86
85
84
77
64
89
40
59
88
78
84
88
58
90
81
87
76
89
90
89
89
89
89
87
90
89
87
89
90
90
89
89
85
89
91
89
84
89
91
87
85
89
89
86
87
88
54
89
76
89
50
38
46
3
89
86
89
85
90
87
89
89
91
88
89
89
78
62
52
85
88
76
89
56
80
90
90
84
88
89
89
82
82
89
78
89
88
86
88
89
71
87
59
89
86
88
88
89
30
15
77
89
83
85
89
89
88
81
89
92
90
84
84
89
79
89
89
89
89
90
89
89
89
89
89
89
86
89
89
89
90
90
89
74
91
89
89
89
88
89
88
89
88
85
89
90
88
89
89
89
89
89
89
89
90
87
90
87
86
85
90
84
86
89
89
89
89
89
89
89
88
88
89
89
89
89
90
89
89
89
89
89
89
89
89
88
89
77
89
88
90
90
90
89
89
89
89
90
72
90
90
90
89
84
88
89
89
89
89
90
88
89
89
89
90
89
89
90
82
88
89
89
90
3
89
89
89
89
90
89
89
83
89
85
89
87
89
89
89
89
84
88
90
90
79
89
89
83
83
89
90
89
87
87
86
89
88
90
37
90
90
87
90
88
86
89
90
19
88
91
89
91
87
84
51
56
90
89
89
89
90
88
89
90
89
89
6
86
35
73
3
50
78
76
58
56
81
89
90
89
88
89
89
89
80
74
89
90
87
89
89
89
87
87
67
74
89
88
11
88
89
75
69
89
61
88
89
89
89
89
90
89
58
18
68
86
84
30
88
78
88
82
68
87
91
83
89
89
89
24
59
85
88
69
87
90
89
88
90
79
88
87
89
86
66
89
88
88
89
84
84
89
49
84
86
90
82
66
90
90
89
89
89
84
52
89
89
89
89
90
89
89
90
89
86
86
66
87
86
89
89
89
88
89
90
89
89
88
89
87
24
89
43
52
81
89
89
86
89
88
89
89
88
89
87
89
89
89
88
88
89
88
87
88
89
89
89
89
82
64
38
85
89
66
89
90
91
86
53
88
84
85
91
90
89
87
90
89
85
89
89
88
83
89
89
88
89
80
88
27
52
88
82
90
29
83
89
89
90
85
84
89
82
89
89
89
89
90
82
89
90
88
82
88
87
88
89
89
90
87
89
85
87
88
89
89
88
86
90
65
62
86
65
89
70
89
75
73
36
80
79
10
11
39
56
62
80
26
42
55
43
54
39
89
74
89
89
85
88
89
88
89
88
81
89
90
90
89
90
89
89
89
89
60
87
80
51
79
82
68
83
86
76
74
68
39
71
65
19
78
66
89
88
90
88
86
67
89
89
89
90
89
90
89
88
86
84
89
86
88
89
87
90
90
88
89
89
87
89
78
89
62
88
89
88
88
58
56
87
86
83
83
89
86
84
85
89
89
90
89
90
84
84
68
79
84
90
91
89
89
89
89
88
89
87
34
91
41
89
89
90
88
89
90
85
87
89
83
84
88
81
75
88
89
86
89
71
89
90
89
89
89
89
90
89
89
87
81
89
89
89
90
86
84
89
72
27
12
86
86
78
11
71
85
89
90
83
89
89
83
89
89
61
84
80
88
89
87
88
88
89
90
89
88
89
86
89
79
83
89
85
89
89
89
90
89
90
88
79
88
87
91
91
92
88
88
76
89
89
87
13
89
88
67
75
90
88
89
88
89
87
75
89
88
90
68
84
86
88
78
84
89
89
90
89
90
79
67
81
70
85
89
89
16
15
76
90
3
81
89
89
90
89
89
82
90
87
89
82
83
89
86
89
87
89
88
37
88
89
89
89
87
89
86
89
86
89
76
86
89
89
90
90
90
89
90
89
90
90
90
90
90
76
79
76
75
83
90
11
65
85
54
76
90
28
89
31
91
89
35
86
32
19
80
67
82
84
90
87
88
87
86
89
80
89
89
72
86
85
85
89
89
89
91
88
89
89
89
90
91
81
84
86
89
89
89
89
86
89
89
89
88
89
89
90
87
79
77
70
86
86
85
86
88
85
87
89
88
70
88
90
90
89
86
88
90
87
87
85
3
79
7
3
86
88
86
81
86
87
89
89
89
89
79
87
86
83
89
89
89
89
89
89
85
89
86
86
87
73
77
89
88
88
89
87
89
88
89
89
89
89
89
88
89
89
89
90
89
89
90
89
89
89
89
90
90
89
89
89
83
91
89
89
89
89
89
90
89
89
89
89
90
90
89
89
89
89
90
90
89
89
89
89
89
84
89
89
90
89
89
89
89
89
89
89
89
88
87
89
89
88
88
90
86
88
89
89
86
89
88
89
89
89
90
90
89
90
88
90
88
77
90
85
89
88
89
90
89
88
90
89
89
83
87
89
88
84
88
89
90
90
90
89
90
89
90
89
90
89
90
88
88
90
89
90
90
89
89
89
89
89
89
90
89
86
90
90
89
90
89
82
90
89
84
89
88
46
82
62
89
89
89
89
87
87
89
89
89
88
89
89
89
90
89
90
89
89
87
91
88
90
84
86
87
83
86
86
88
87
88
87
89
89
88
89
89
89
84
89
90
84
87
86
88
86
88
89
88
87
89
89
90
89
89
88
90
89
89
90
89
87
89
88
89
89
90
90
89
90
89
89
91
88
85
89
89
90
89
89
85
90
90
89
86
86
89
89
89
89
89
87
90
89
84
86
90
90
82
89
89
88
87
90
89
89
86
89
88
86
89
89
89
89
88
88
89
89
88
88
90
88
89
89
89
88
89
90
89
87
90
88
89
90
89
89
89
83
15
89
90
87
89
89
88
90
70
89
90
89
89
81
89
89
90
90
90
89
88
90
89
89
90
90
89
90
90
89
89
89
87
88
89
89
89
87
89
90
89
90
89
89
89
88
89
90
89
89
90
90
90
90
90
90
88
90
89
90
90
90
90
90
89
89
84
90
90
89
89
89
89
89
89
88
87
89
89
90
89
89
89
89
90
89
89
89
89
89
89
89
83
90
86
90
89
88
90
90
89
89
89
87
86
89
89
89
88
89
90
90
90
90
90
89
88
89
88
89
88
89
90
89
89
89
89
89
89
88
89
89
89
88
89
89
89
88
87
89
89
84
89
89
86
89
89
89
89
84
88
90
90
87
89
90
88
91
89
90
90
88
89
89
87
88
88
89
90
89
89
89
87
89
90
89
89
89
90
89
89
90
89
89
89
89
89
89
88
89
89
89
89
89
89
85
89
89
89
88
88
86
90
88
89
87
83
89
89
89
87
78
90
89
89
89
89
89
89
89
89
88
89
88
86
89
89
89
88
22
90
90
90
90
88
86
90
89
89
90
89
90
89
87
88
89
89
89
89
90
89
90
90
86
89
87
89
90
91
89
89
89
89
89
89
83
88
88
87
89
89
87
89
90
78
88
88
90
83
87
89
88
87
88
90
89
89
86
90
89
86
87
77
84
42
88
85
86
60
87
90
86
89
87
54
22
89
58
69
53
90
3
67
52
53
73
78
84
3
80
84
90
85
46
44
3
3
52
83
89
89
89
84
86
89
88
88
75
92
82
89
88
86
86
89
89
89
89
89
89
89
89
89
89
89
89
89
89
71
69
86
64
90
89
89
85
88
76
81
87
87
90
85
82
90
91
89
85
85
90
76
89
89
88
88
88
89
87
89
89
89
89
35
3
13
25
89
90
89
90
77
89
3
3
89
86
76
84
90
91
79
88
88
89
83
88
83
81
87
85
88
90
87
89
90
88
74
85
86
80
80
89
87
89
89
34
90
41
89
90
89
90
89
87
44
89
14
89
89
90
89
89
89
89
89
89
88
89
89
88
82
89
90
90
88
90
89
71
87
90
72
90
90
89
90
85
83
89
89
89
87
85
86
88
89
89
85
88
88
89
89
89
89
88
90
64
88
74
89
87
73
48
89
88
89
87
84
89
89
88
87
87
89
89
89
89
89
90
89
45
87
89
87
86
88
89
90
80
87
85
82
87
83
87
86
83
89
89
85
72
82
84
90
69
89
89
90
83
88
89
89
89
90
89
89
89
82
81
83
81
85
86
87
72
89
88
32
87
89
89
90
88
64
90
89
88
47
87
79
84
83
84
85
75
89
87
90
88
90
89
60
89
89
89
88
88
85
89
89
89
89
89
84
69
88
89
89
87
88
90
89
84
78
62
79
89
89
89
86
89
77
89
90
3
70
78
63
69
61
83
50
75
69
88
46
88
20
88
79
89
89
90
89
89
89
81
47
70
89
49
85
88
75
90
86
48
89
75
85
88
81
55
90
87
88
87
86
89
69
90
89
89
86
88
87
89
89
89
3
87
89
87
88
74
89
88
89
89
86
89
88
89
89
79
88
89
89
87
90
55
77
