4943675,2
9376993,2
23986927,2
25122378,1
25383016,2
28577722,1
33080093,2
33080094,2
33731364,2
34656241,2
97089518,3
106431346,2
106431371,2
114671190,2
119644672,2
119647082,2
2482892,3
2484209,2
2512768,2
2629990,2
3122846,3
3128497,2
3141636,3
3141842,3
3141870,3
3194482,1
3194492,2
3194859,3
3213614,3
3213966,2
3214090,1
3214093,3
3214094,3
3214152,2
3269839,2
3269845,3
3269847,2
3497034,3
3667016,3
4068332,2
4073147,3
4073149,2
4073169,3
4074429,3
4074430,3
4083966,2
4221018,3
4221032,3
4221039,2
4229098,3
4229225,3
4229226,3
4229227,3
4233957,3
4233968,3
4261342,3
4270861,2
4287886,3
4288129,3
4380223,2
4387700,3
4428652,2
4431519,2
4431751,2
4443415,2
4499698,2
4537850,2
4595236,2
4694677,2
4732225,2
4793485,2
4812134,3
4812349,2
4868811,2
4874121,3
4874123,3
4874493,2
4874611,2
5033607,3
5057375,2
8255829,2
8416670,2
8416740,2
9722976,3
9876039,2
10269516,3
10276235,2
10301718,2
10316821,2
10319830,2
10319834,2
10569405,2
10592866,3
10786534,2
10905539,3
10905540,3
10939430,2
10969304,2
11276787,3
11686691,3
13770855,2
13771553,3
13771557,2
13854402,2
15124835,2
15220071,3
15799380,1
16206392,3
16206615,1
16870822,3
19631630,3
19632639,3
19797708,2
19797866,3
19797903,2
21585578,3
22567995,3
22745614,2
22912542,1
23016960,3
23086490,2
23210449,1
23210455,1
23243082,2
23243120,3
23266329,2
23276041,3
23315867,2
23315868,2
23315873,2
23315937,1
23325374,2
23396822,2
23491484,2
23540915,2
23555224,2
23694238,1
23694239,1
23724645,2
23757853,2
23757859,2
23769967,2
23816258,3
23986840,3
24001371,1
24001402,3
24001407,1
24017809,3
24151486,2
24151646,2
24151852,3
24153185,2
24358403,3
24366561,3
24367548,2
24367550,1
24368702,3
24368704,2
24368706,2
24463860,2
24517256,2
24628992,2
24630347,3
24630531,3
24630533,3
24638101,3
24644909,2
24655567,3
24655568,3
24655583,3
24778263,2
24778267,2
24832916,2
24839459,3
24859681,2
24967863,3
24967908,2
24975250,3
25151574,3
25211653,2
25353100,3
25392309,3
25412003,3
25425436,3
25428449,3
25455280,2
25515574,3
25515576,3
25548236,3
25678359,2
25827732,2
25924282,2
25950739,2
25976684,3
26183724,3
26235601,2
26235802,2
26303347,3
26683954,2
26790667,3
27049072,2
27108941,2
27227918,3
27227919,3
27487104,3
27487110,3
27495456,3
27496795,3
27498362,3
27499493,2
27499494,2
27499495,2
27499496,2
27499919,3
27529153,2
27529154,2
27624054,3
27818184,2
27844793,1
27937932,2
27937940,3
28127012,2
28166593,3
28250808,2
28282362,1
28282363,1
28282364,1
28349019,3
28398300,3
28451570,2
28464429,3
28480989,3
28580587,3
28629046,3
28643766,3
28748974,2
28823989,2
29039357,3
29159493,3
29989258,3
30067777,1
30184019,2
30269130,3
30273559,2
30488733,2
30488978,1
30598605,2
30598655,2
30689000,2
30700086,3
30899388,3
30953115,3
31095335,1
31133462,2
31235226,2
31260573,3
31355536,3
31509818,2
31743397,2
32305085,3
32350814,3
32350815,3
32350816,3
32782176,3
32892701,2
32906054,3
32906062,2
32906067,1
32998244,3
33173695,3
33718110,3
33718111,3
34005053,2
34894642,2
34894646,3
34895169,1
35077714,3
35727897,2
35964254,2
35967773,1
35967774,1
36542162,2
37236793,2
37566739,2
37810896,2
37810909,1
37911997,3
37912001,3
37912409,3
37975030,3
39268098,2
39311736,2
40315658,1
41401729,3
42366874,2
42814955,1
42874279,1
42940650,3
43108808,2
43234578,3
43234584,3
43234592,2
43234609,3
43561951,2
44529108,2
44644168,3
44644169,2
44644170,3
44839119,2
46613579,3
46615980,3
46678844,3
46678845,3
46894699,2
47313812,2
47431288,3
47509186,2
51939635,2
51939636,2
51939637,2
52872405,3
53380148,2
56743602,3
56743604,3
58126643,2
60359526,2
60654256,3
60667827,3
71113829,3
72558178,1
75485093,3
81647447,3
84201413,2
85032580,2
86185675,3
89702661,3
91064234,2
91064239,2
91767577,2
98613189,3
99223053,3
103496315,3
103704308,2
104970962,3
107465127,2
108257616,2
111402532,2
111944417,2
112324167,3
112456816,3
112456820,3
112456823,3
112456825,3
112456830,3
112456835,3
112456840,3
113978617,3
115654258,3
116026324,2
123086646,3
123086663,3
125421050,2
126821721,2
127106937,2
127107833,2
128443401,2
130590512,3
130638034,3
131668535,2
131749213,3
132687160,3
134338695,2
136114183,2
137318269,3
142844989,3
145635391,3
145813199,3
150877602,3
151171585,3
156762124,3
157286836,2
159251708,2
159251712,2
159252845,2
159259678,2
159259679,2
159681172,3
161908728,2
161908729,2
164054718,2
165956813,3
168522729,2
168849306,3
170422199,3
170570017,3
170570021,3
170570022,3
170570028,3
170572447,2
170572456,2
171968647,1
172128632,2
172128633,3
172128634,3
172849544,2
172849545,3
173166647,3
174189792,3
174817665,3
177011146,1
177011439,1
178158927,2
179017528,2
179486042,3
180305051,2
180305052,2
180603734,3
183824157,3
184689819,2
185522392,2
185542488,3
186910112,3
189295676,3
190608788,2
191248775,3
191547035,3
194555886,3
195014031,3
195872912,2
195886450,3
195887049,2
196547559,2
198296121,3
200305127,3
203374509,1
203374512,1
203731075,3
203731076,3
203731081,3
203731087,3
203731095,3
203731098,3
205348078,3
206109568,2
206676090,2
207546094,2
207801103,2
208572385,3
208572387,2
208772473,2
208929241,2
209249593,3
210912976,3
211180609,2
211408587,3
213553621,3
216902623,3
218796862,2
221391777,3
222162503,3
224129550,2
225011141,3
229087085,3
230911040,3
230911041,3
230911042,3
236190907,2
236517349,3
237674403,3
240851020,3
241557560,3
246903326,2
251484650,3
255297200,3
259345116,3
264613870,1
265390735,1
265390737,2
265390749,1
265390762,1
265432939,2
265432969,2
265432975,2
265432976,2
265592990,2
265592996,3
265593003,3
266930835,3
268021286,3
268021292,3
270654740,2
270655827,3
273837813,3
273837846,3
282224286,3
289361687,2
305112528,3
308603818,2
308603821,2
308603823,2
309430370,1
309830641,2
315756755,2
328639475,2
329348266,3
331102464,2
334368804,2
350631908,1
361265010,3
362267229,3
364217754,2
372964606,3
373810994,2
384567027,2
384567029,2
384725027,3
388044813,2
393462743,3
395636374,3
395636378,3
395636384,3
397727762,2
403245738,3
407181755,3
415420919,3
418063083,2
422657509,1
424873382,3
426130876,3
426130882,3
433039788,1
449340921,3
449340923,3
449516778,3
449516780,3
472433516,3
472433592,3
472433594,2
491070539,2
502473202,2
529788251,3
541915746,2
560787132,2
564010859,2
564010867,3
564017052,2
564017081,1
564025510,3
570045353,3
24229330,2
24229336,2
24229389,2
32865762,1
167043994,2
276701932,2
284358712,2
484839533,2
484839535,2
23698067,2
23698126,2
24718524,2
25950228,2
72492532,2
72492541,2
72492556,2
72492563,2
72613224,2
72613227,2
495608184,2
4933230,2
8584764,2
10313904,2
15079050,2
15079899,3
23540385,2
24630028,2
24630030,2
24778268,2
24861525,2
25538718,2
26372246,3
32653942,3
36008293,3
36008296,3
43581793,2
54108477,3
58644513,2
80143815,2
81892150,3
131428048,2
135310417,2
218980031,2
218980032,2
218980033,1
230037059,3
230037065,3
230037066,3
236275498,2
255297205,3
288973408,3
289066285,3
403179292,1
423001976,2
425058705,2
425058707,3
3141934,3
4917908,3
7953411,2
10277344,2
20121476,3
22563797,3
22563799,3
22567612,3
22567613,3
23343385,3
23401935,3
23533666,2
23546137,2
23546154,2
23744479,2
24358124,3
24968122,3
24968127,3
27038718,3
27038719,3
27038725,3
27038784,3
27039176,3
27119644,3
27335835,2
30672989,2
31405821,3
31920293,3
32449351,3
32827490,2
32827507,2
33052853,2
33172370,3
37882141,3
37882146,3
41304585,3
51105825,3
51903820,2
51906647,2
55122793,3
58711269,3
62363673,2
70540258,3
113269529,2
130362181,3
147678949,3
147679009,3
150877601,3
188354611,3
191475864,3
200953587,3
200953637,2
200953644,3
245413472,3
255655463,3
266654226,1
318379313,3
330240131,1
527324527,2
527329167,2
527329169,2
527332242,2
527620371,3
527664835,3
533671212,2
4694671,2
4694675,2
4720290,3
4720291,3
4720692,2
4720699,3
4720700,3
4729191,2
4793487,2
4812776,2
4812778,2
4882492,2
4882971,2
4901933,2
4907878,2
4933243,3
5035032,2
5045057,2
6273017,2
8091610,2
8094994,2
8449640,2
8469202,3
8487759,2
8496981,3
8497033,2
8498158,2
8498170,3
8498327,3
8498658,2
8498821,2
9404257,2
9704010,3
10651724,3
10656950,2
11828272,2
11831391,2
12634427,2
12862336,3
13863658,3
13863659,2
13863797,3
13863894,2
